,COCLSACT
13130,DID NOT USE COCAINE IN THE PAST 12 MOS
13131,NEVER USED COCAINE
13132,NEVER USED COCAINE
13133,DID NOT USE COCAINE IN THE PAST 12 MOS
13134,NEVER USED COCAINE
13135,NEVER USED COCAINE
13136,NEVER USED COCAINE
13137,DID NOT USE COCAINE IN THE PAST 12 MOS
13138,NEVER USED COCAINE
13139,NEVER USED COCAINE
13140,NEVER USED COCAINE
13141,NEVER USED COCAINE
13142,NEVER USED COCAINE
13143,NEVER USED COCAINE
13144,NEVER USED COCAINE
13145,NEVER USED COCAINE
13146,NEVER USED COCAINE
13147,NEVER USED COCAINE
13148,NEVER USED COCAINE
13149,NEVER USED COCAINE
13150,NEVER USED COCAINE
13151,NEVER USED COCAINE
13152,NEVER USED COCAINE
13153,NEVER USED COCAINE
13154,NEVER USED COCAINE
13155,NEVER USED COCAINE
13156,NEVER USED COCAINE
13157,NEVER USED COCAINE
13158,NEVER USED COCAINE
13159,NEVER USED COCAINE
13160,NEVER USED COCAINE
13161,NEVER USED COCAINE
13162,NEVER USED COCAINE
13163,No
13164,NEVER USED COCAINE
13165,NEVER USED COCAINE
13166,NEVER USED COCAINE
13167,NEVER USED COCAINE
13168,NEVER USED COCAINE
13169,NEVER USED COCAINE
13170,NEVER USED COCAINE
13171,NEVER USED COCAINE
13172,NEVER USED COCAINE
13173,NEVER USED COCAINE
13174,DID NOT USE COCAINE IN THE PAST 12 MOS
13175,NEVER USED COCAINE
13176,NEVER USED COCAINE
13177,NEVER USED COCAINE
13178,DID NOT USE COCAINE IN THE PAST 12 MOS
13179,NEVER USED COCAINE
13180,NEVER USED COCAINE
13181,DID NOT USE COCAINE IN THE PAST 12 MOS
13182,NEVER USED COCAINE
13183,NEVER USED COCAINE
13184,NEVER USED COCAINE
13185,NEVER USED COCAINE
13186,NEVER USED COCAINE
13187,NEVER USED COCAINE
13188,NEVER USED COCAINE
13189,NEVER USED COCAINE
13190,NEVER USED COCAINE
13191,NEVER USED COCAINE
13192,NEVER USED COCAINE
13193,NEVER USED COCAINE
13194,NEVER USED COCAINE
13195,NEVER USED COCAINE
13196,NEVER USED COCAINE
13197,NEVER USED COCAINE
13198,NEVER USED COCAINE
13199,NEVER USED COCAINE
13200,NEVER USED COCAINE
13201,NEVER USED COCAINE
13202,NEVER USED COCAINE
13203,NEVER USED COCAINE
13204,NEVER USED COCAINE
13205,NEVER USED COCAINE
13206,NEVER USED COCAINE
13207,NEVER USED COCAINE
13208,NEVER USED COCAINE
13209,NEVER USED COCAINE
13210,NEVER USED COCAINE
13211,NEVER USED COCAINE
13212,NEVER USED COCAINE
13213,NEVER USED COCAINE
13214,NEVER USED COCAINE
13215,NEVER USED COCAINE
13216,NEVER USED COCAINE
13217,NEVER USED COCAINE
13218,NEVER USED COCAINE
13219,DID NOT USE COCAINE IN THE PAST 12 MOS
13220,NEVER USED COCAINE
13221,NEVER USED COCAINE
13222,NEVER USED COCAINE
13223,NEVER USED COCAINE
13224,NEVER USED COCAINE
13225,NEVER USED COCAINE
13226,NEVER USED COCAINE
13227,NEVER USED COCAINE
13228,NEVER USED COCAINE
13229,NEVER USED COCAINE
13230,NEVER USED COCAINE
13231,NEVER USED COCAINE
13232,NEVER USED COCAINE
13233,NEVER USED COCAINE
13234,NEVER USED COCAINE
13235,NEVER USED COCAINE
13236,NEVER USED COCAINE
13237,NEVER USED COCAINE
13238,NEVER USED COCAINE
13239,DID NOT USE COCAINE IN THE PAST 12 MOS
13240,No
13241,NEVER USED COCAINE
13242,NEVER USED COCAINE
13243,NEVER USED COCAINE
13244,NEVER USED COCAINE
13245,NEVER USED COCAINE
13246,NEVER USED COCAINE
13247,NEVER USED COCAINE
13248,NEVER USED COCAINE
13249,NEVER USED COCAINE
13250,DID NOT USE COCAINE IN THE PAST 12 MOS
13251,DID NOT USE COCAINE IN THE PAST 12 MOS
13252,NEVER USED COCAINE
13253,NEVER USED COCAINE
13254,NEVER USED COCAINE
13255,No
13256,NEVER USED COCAINE
13257,NEVER USED COCAINE
13258,NEVER USED COCAINE
13259,DID NOT USE COCAINE IN THE PAST 12 MOS
13260,DID NOT USE COCAINE IN THE PAST 12 MOS
13261,NEVER USED COCAINE
13262,NEVER USED COCAINE
13263,NEVER USED COCAINE
13264,NEVER USED COCAINE
13265,NEVER USED COCAINE
13266,NEVER USED COCAINE
13267,NEVER USED COCAINE
13268,NEVER USED COCAINE
13269,NEVER USED COCAINE
13270,NEVER USED COCAINE
13271,NEVER USED COCAINE
13272,NEVER USED COCAINE
13273,NEVER USED COCAINE
13274,NEVER USED COCAINE
13275,NEVER USED COCAINE
13276,NEVER USED COCAINE
13277,DID NOT USE COCAINE IN THE PAST 12 MOS
13278,No
13279,NEVER USED COCAINE
13280,NEVER USED COCAINE
13281,NEVER USED COCAINE
13282,NEVER USED COCAINE
13283,NEVER USED COCAINE
13284,NEVER USED COCAINE
13285,NEVER USED COCAINE
13286,NEVER USED COCAINE
13287,NEVER USED COCAINE
13288,NEVER USED COCAINE
13289,NEVER USED COCAINE
13290,NEVER USED COCAINE
13291,DID NOT USE COCAINE IN THE PAST 12 MOS
13292,NEVER USED COCAINE
13293,DID NOT USE COCAINE IN THE PAST 12 MOS
13294,NEVER USED COCAINE
13295,NEVER USED COCAINE
13296,NEVER USED COCAINE
13297,NEVER USED COCAINE
13298,NEVER USED COCAINE
13299,NEVER USED COCAINE
13300,NEVER USED COCAINE
13301,NEVER USED COCAINE
13302,NEVER USED COCAINE
13303,No
13304,NEVER USED COCAINE
13305,NEVER USED COCAINE
13306,NEVER USED COCAINE
13307,NEVER USED COCAINE
13308,DID NOT USE COCAINE IN THE PAST 12 MOS
13309,NEVER USED COCAINE
13310,NEVER USED COCAINE
13311,NEVER USED COCAINE
13312,NEVER USED COCAINE
13313,NEVER USED COCAINE
13314,NEVER USED COCAINE
13315,NEVER USED COCAINE
13316,NEVER USED COCAINE
13317,DID NOT USE COCAINE IN THE PAST 12 MOS
13318,NEVER USED COCAINE
13319,NEVER USED COCAINE
13320,NEVER USED COCAINE
13321,NEVER USED COCAINE
13322,NEVER USED COCAINE
13323,NEVER USED COCAINE
13324,NEVER USED COCAINE
13325,NEVER USED COCAINE
13326,NEVER USED COCAINE
13327,NEVER USED COCAINE
13328,NEVER USED COCAINE
13329,NEVER USED COCAINE
13330,NEVER USED COCAINE
13331,NEVER USED COCAINE
13332,DID NOT USE COCAINE IN THE PAST 12 MOS
13333,NEVER USED COCAINE
13334,NEVER USED COCAINE
13335,NEVER USED COCAINE
13336,DID NOT USE COCAINE IN THE PAST 12 MOS
13337,NEVER USED COCAINE
13338,NEVER USED COCAINE
13339,NEVER USED COCAINE
13340,NEVER USED COCAINE
13341,NEVER USED COCAINE
13342,NEVER USED COCAINE
13343,NEVER USED COCAINE
13344,NEVER USED COCAINE
13345,NEVER USED COCAINE
13346,NEVER USED COCAINE
13347,DID NOT USE COCAINE IN THE PAST 12 MOS
13348,NEVER USED COCAINE
13349,NEVER USED COCAINE
13350,NEVER USED COCAINE
13351,NEVER USED COCAINE
13352,NEVER USED COCAINE
13353,NEVER USED COCAINE
13354,No
13355,NEVER USED COCAINE
13356,DID NOT USE COCAINE IN THE PAST 12 MOS
13357,DID NOT USE COCAINE IN THE PAST 12 MOS
13358,NEVER USED COCAINE
13359,NEVER USED COCAINE
13360,NEVER USED COCAINE
13361,NEVER USED COCAINE
13362,NEVER USED COCAINE
13363,NEVER USED COCAINE
13364,NEVER USED COCAINE
13365,NEVER USED COCAINE
13366,NEVER USED COCAINE
13367,NEVER USED COCAINE
13368,NEVER USED COCAINE
13369,NEVER USED COCAINE
13370,NEVER USED COCAINE
13371,NEVER USED COCAINE
13372,NEVER USED COCAINE
13373,NEVER USED COCAINE
13374,NEVER USED COCAINE
13375,NEVER USED COCAINE
13376,NEVER USED COCAINE
13377,NEVER USED COCAINE
13378,NEVER USED COCAINE
13379,NEVER USED COCAINE
13380,NEVER USED COCAINE
13381,NEVER USED COCAINE
13382,NEVER USED COCAINE
13383,NEVER USED COCAINE
13384,NEVER USED COCAINE
13385,BLANK (NO ANSWER)
13386,NEVER USED COCAINE
13387,DID NOT USE COCAINE IN THE PAST 12 MOS
13388,NEVER USED COCAINE
13389,NEVER USED COCAINE
13390,NEVER USED COCAINE
13391,NEVER USED COCAINE
13392,NEVER USED COCAINE
13393,NEVER USED COCAINE
13394,NEVER USED COCAINE
13395,NEVER USED COCAINE
13396,NEVER USED COCAINE
13397,NEVER USED COCAINE
13398,NEVER USED COCAINE
13399,NEVER USED COCAINE
13400,DID NOT USE COCAINE IN THE PAST 12 MOS
13401,NEVER USED COCAINE
13402,DID NOT USE COCAINE IN THE PAST 12 MOS
13403,NEVER USED COCAINE
13404,NEVER USED COCAINE
13405,NEVER USED COCAINE
13406,NEVER USED COCAINE
13407,NEVER USED COCAINE
13408,NEVER USED COCAINE
13409,NEVER USED COCAINE
13410,NEVER USED COCAINE
13411,NEVER USED COCAINE
13412,NEVER USED COCAINE
13413,NEVER USED COCAINE
13414,NEVER USED COCAINE
13415,NEVER USED COCAINE
13416,NEVER USED COCAINE
13417,DID NOT USE COCAINE IN THE PAST 12 MOS
13418,NEVER USED COCAINE
13419,NEVER USED COCAINE
13420,NEVER USED COCAINE
13421,NEVER USED COCAINE
13422,NEVER USED COCAINE
13423,NEVER USED COCAINE
13424,NEVER USED COCAINE
13425,NEVER USED COCAINE
13426,NEVER USED COCAINE
13427,NEVER USED COCAINE
13428,NEVER USED COCAINE
13429,NEVER USED COCAINE
13430,NEVER USED COCAINE
13431,NEVER USED COCAINE
13432,NEVER USED COCAINE
13433,NEVER USED COCAINE
13434,NEVER USED COCAINE
13435,NEVER USED COCAINE
13436,NEVER USED COCAINE
13437,NEVER USED COCAINE
13438,NEVER USED COCAINE
13439,NEVER USED COCAINE
13440,NEVER USED COCAINE
13441,NEVER USED COCAINE
13442,NEVER USED COCAINE
13443,DID NOT USE COCAINE IN THE PAST 12 MOS
13444,NEVER USED COCAINE
13445,NEVER USED COCAINE
13446,NEVER USED COCAINE
13447,NEVER USED COCAINE
13448,NEVER USED COCAINE
13449,NEVER USED COCAINE
13450,NEVER USED COCAINE
13451,NEVER USED COCAINE
13452,DID NOT USE COCAINE IN THE PAST 12 MOS
13453,NEVER USED COCAINE
13454,NEVER USED COCAINE
13455,NEVER USED COCAINE
13456,NEVER USED COCAINE
13457,NEVER USED COCAINE
13458,NEVER USED COCAINE
13459,NEVER USED COCAINE
13460,NEVER USED COCAINE
13461,NEVER USED COCAINE
13462,NEVER USED COCAINE
13463,NEVER USED COCAINE
13464,NEVER USED COCAINE
13465,NEVER USED COCAINE
13466,NEVER USED COCAINE
13467,NEVER USED COCAINE
13468,NEVER USED COCAINE
13469,NEVER USED COCAINE
13470,NEVER USED COCAINE
13471,NEVER USED COCAINE
13472,NEVER USED COCAINE
13473,NEVER USED COCAINE
13474,NEVER USED COCAINE
13475,NEVER USED COCAINE
13476,NEVER USED COCAINE
13477,NEVER USED COCAINE
13478,NEVER USED COCAINE
13479,DID NOT USE COCAINE IN THE PAST 12 MOS
13480,DID NOT USE COCAINE IN THE PAST 12 MOS
13481,NEVER USED COCAINE
13482,NEVER USED COCAINE
13483,DID NOT USE COCAINE IN THE PAST 12 MOS
13484,NEVER USED COCAINE
13485,NEVER USED COCAINE
13486,NEVER USED COCAINE
13487,NEVER USED COCAINE
13488,No
13489,NEVER USED COCAINE
13490,NEVER USED COCAINE
13491,NEVER USED COCAINE
13492,DID NOT USE COCAINE IN THE PAST 12 MOS
13493,NEVER USED COCAINE
13494,NEVER USED COCAINE
13495,NEVER USED COCAINE
13496,NEVER USED COCAINE
13497,NEVER USED COCAINE
13498,No
13499,NEVER USED COCAINE
13500,NEVER USED COCAINE
13501,NEVER USED COCAINE
13502,No
13503,NEVER USED COCAINE
13504,NEVER USED COCAINE
13505,NEVER USED COCAINE
13506,NEVER USED COCAINE
13507,NEVER USED COCAINE
13508,NEVER USED COCAINE
13509,NEVER USED COCAINE
13510,NEVER USED COCAINE
13511,DID NOT USE COCAINE IN THE PAST 12 MOS
13512,NEVER USED COCAINE
13513,NEVER USED COCAINE
13514,NEVER USED COCAINE
13515,No
13516,NEVER USED COCAINE
13517,NEVER USED COCAINE
13518,DID NOT USE COCAINE IN THE PAST 12 MOS
13519,NEVER USED COCAINE
13520,NEVER USED COCAINE
13521,NEVER USED COCAINE
13522,NEVER USED COCAINE
13523,NEVER USED COCAINE
13524,NEVER USED COCAINE
13525,NEVER USED COCAINE
13526,NEVER USED COCAINE
13527,NEVER USED COCAINE
13528,NEVER USED COCAINE
13529,DID NOT USE COCAINE IN THE PAST 12 MOS
13530,NEVER USED COCAINE
13531,NEVER USED COCAINE
13532,NEVER USED COCAINE
13533,NEVER USED COCAINE
13534,NEVER USED COCAINE
13535,NEVER USED COCAINE
13536,NEVER USED COCAINE
13537,NEVER USED COCAINE
13538,NEVER USED COCAINE
13539,NEVER USED COCAINE
13540,NEVER USED COCAINE
13541,NEVER USED COCAINE
13542,NEVER USED COCAINE
13543,NEVER USED COCAINE
13544,NEVER USED COCAINE
13545,NEVER USED COCAINE
13546,NEVER USED COCAINE
13547,NEVER USED COCAINE
13548,NEVER USED COCAINE
13549,NEVER USED COCAINE
13550,NEVER USED COCAINE
13551,NEVER USED COCAINE
13552,NEVER USED COCAINE
13553,No
13554,NEVER USED COCAINE
13555,NEVER USED COCAINE
13556,NEVER USED COCAINE
13557,NEVER USED COCAINE
13558,NEVER USED COCAINE
13559,NEVER USED COCAINE
13560,DID NOT USE COCAINE IN THE PAST 12 MOS
13561,NEVER USED COCAINE
13562,NEVER USED COCAINE
13563,NEVER USED COCAINE
13564,NEVER USED COCAINE
13565,NEVER USED COCAINE
13566,NEVER USED COCAINE
13567,NEVER USED COCAINE
13568,NEVER USED COCAINE
13569,NEVER USED COCAINE
13570,NEVER USED COCAINE
13571,NEVER USED COCAINE
13572,DID NOT USE COCAINE IN THE PAST 12 MOS
13573,NEVER USED COCAINE
13574,NEVER USED COCAINE
13575,NEVER USED COCAINE
13576,NEVER USED COCAINE
13577,NEVER USED COCAINE
13578,NEVER USED COCAINE
13579,NEVER USED COCAINE
13580,NEVER USED COCAINE
13581,NEVER USED COCAINE
13582,NEVER USED COCAINE
13583,NEVER USED COCAINE
13584,NEVER USED COCAINE
13585,NEVER USED COCAINE
13586,NEVER USED COCAINE
13587,NEVER USED COCAINE
13588,NEVER USED COCAINE
13589,NEVER USED COCAINE
13590,NEVER USED COCAINE
13591,NEVER USED COCAINE
13592,NEVER USED COCAINE
13593,NEVER USED COCAINE
13594,NEVER USED COCAINE
13595,NEVER USED COCAINE
13596,NEVER USED COCAINE
13597,NEVER USED COCAINE
13598,NEVER USED COCAINE
13599,NEVER USED COCAINE
13600,NEVER USED COCAINE
13601,NEVER USED COCAINE
13602,NEVER USED COCAINE
13603,DID NOT USE COCAINE IN THE PAST 12 MOS
13604,BLANK (NO ANSWER)
13605,NEVER USED COCAINE
13606,NEVER USED COCAINE
13607,NEVER USED COCAINE
13608,NEVER USED COCAINE
13609,NEVER USED COCAINE
13610,NEVER USED COCAINE
13611,No
13612,NEVER USED COCAINE
13613,NEVER USED COCAINE
13614,NEVER USED COCAINE
13615,NEVER USED COCAINE
13616,NEVER USED COCAINE
13617,No
13618,NEVER USED COCAINE
13619,NEVER USED COCAINE
13620,NEVER USED COCAINE
13621,NEVER USED COCAINE
13622,NEVER USED COCAINE
13623,NEVER USED COCAINE
13624,NEVER USED COCAINE
13625,NEVER USED COCAINE
13626,NEVER USED COCAINE
13627,NEVER USED COCAINE
13628,NEVER USED COCAINE
13629,NEVER USED COCAINE
13630,NEVER USED COCAINE
13631,NEVER USED COCAINE
13632,NEVER USED COCAINE
13633,NEVER USED COCAINE
13634,NEVER USED COCAINE
13635,NEVER USED COCAINE
13636,NEVER USED COCAINE
13637,NEVER USED COCAINE
13638,NEVER USED COCAINE
13639,NEVER USED COCAINE
13640,NEVER USED COCAINE
13641,NEVER USED COCAINE
13642,NEVER USED COCAINE
13643,NEVER USED COCAINE
13644,NEVER USED COCAINE
13645,NEVER USED COCAINE
13646,NEVER USED COCAINE
13647,NEVER USED COCAINE
13648,NEVER USED COCAINE
13649,NEVER USED COCAINE
13650,NEVER USED COCAINE
13651,NEVER USED COCAINE
13652,NEVER USED COCAINE
13653,NEVER USED COCAINE
13654,NEVER USED COCAINE
13655,NEVER USED COCAINE
13656,NEVER USED COCAINE
13657,NEVER USED COCAINE
13658,NEVER USED COCAINE
13659,NEVER USED COCAINE
13660,NEVER USED COCAINE
13661,NEVER USED COCAINE
13662,NEVER USED COCAINE
13663,NEVER USED COCAINE
13664,NEVER USED COCAINE
13665,DID NOT USE COCAINE IN THE PAST 12 MOS
13666,NEVER USED COCAINE
13667,NEVER USED COCAINE
13668,NEVER USED COCAINE
13669,NEVER USED COCAINE
13670,NEVER USED COCAINE
13671,NEVER USED COCAINE
13672,NEVER USED COCAINE
13673,NEVER USED COCAINE
13674,NEVER USED COCAINE
13675,NEVER USED COCAINE
13676,NEVER USED COCAINE
13677,NEVER USED COCAINE
13678,NEVER USED COCAINE
13679,NEVER USED COCAINE
13680,NEVER USED COCAINE
13681,NEVER USED COCAINE
13682,NEVER USED COCAINE
13683,NEVER USED COCAINE
13684,NEVER USED COCAINE
13685,NEVER USED COCAINE
13686,NEVER USED COCAINE
13687,NEVER USED COCAINE
13688,NEVER USED COCAINE
13689,NEVER USED COCAINE
13690,NEVER USED COCAINE
13691,NEVER USED COCAINE
13692,NEVER USED COCAINE
13693,NEVER USED COCAINE
13694,DID NOT USE COCAINE IN THE PAST 12 MOS
13695,NEVER USED COCAINE
13696,NEVER USED COCAINE
13697,NEVER USED COCAINE
13698,NEVER USED COCAINE
13699,DID NOT USE COCAINE IN THE PAST 12 MOS
13700,NEVER USED COCAINE
13701,NEVER USED COCAINE
13702,DID NOT USE COCAINE IN THE PAST 12 MOS
13703,DID NOT USE COCAINE IN THE PAST 12 MOS
13704,NEVER USED COCAINE
13705,NEVER USED COCAINE
13706,NEVER USED COCAINE
13707,NEVER USED COCAINE
13708,NEVER USED COCAINE
13709,NEVER USED COCAINE
13710,NEVER USED COCAINE
13711,NEVER USED COCAINE
13712,NEVER USED COCAINE
13713,NEVER USED COCAINE
13714,NEVER USED COCAINE
13715,NEVER USED COCAINE
13716,NEVER USED COCAINE
13717,NEVER USED COCAINE
13718,DID NOT USE COCAINE IN THE PAST 12 MOS
13719,NEVER USED COCAINE
13720,DID NOT USE COCAINE IN THE PAST 12 MOS
13721,NEVER USED COCAINE
13722,NEVER USED COCAINE
13723,NEVER USED COCAINE
13724,NEVER USED COCAINE
13725,NEVER USED COCAINE
13726,NEVER USED COCAINE
13727,NEVER USED COCAINE
13728,NEVER USED COCAINE
13729,NEVER USED COCAINE
13730,NEVER USED COCAINE
13731,NEVER USED COCAINE
13732,DID NOT USE COCAINE IN THE PAST 12 MOS
13733,NEVER USED COCAINE
13734,No
13735,NEVER USED COCAINE
13736,BLANK (NO ANSWER)
13737,NEVER USED COCAINE
13738,NEVER USED COCAINE
13739,NEVER USED COCAINE
13740,NEVER USED COCAINE
13741,NEVER USED COCAINE
13742,No
13743,NEVER USED COCAINE
13744,NEVER USED COCAINE
13745,NEVER USED COCAINE
13746,NEVER USED COCAINE
13747,NEVER USED COCAINE
13748,NEVER USED COCAINE
13749,NEVER USED COCAINE
13750,NEVER USED COCAINE
13751,NEVER USED COCAINE
13752,NEVER USED COCAINE
13753,NEVER USED COCAINE
13754,DID NOT USE COCAINE IN THE PAST 12 MOS
13755,NEVER USED COCAINE
13756,NEVER USED COCAINE
13757,NEVER USED COCAINE
13758,NEVER USED COCAINE
13759,NEVER USED COCAINE
13760,NEVER USED COCAINE
13761,NEVER USED COCAINE
13762,NEVER USED COCAINE
13763,NEVER USED COCAINE
13764,NEVER USED COCAINE
13765,NEVER USED COCAINE
13766,NEVER USED COCAINE
13767,NEVER USED COCAINE
13768,NEVER USED COCAINE
13769,NEVER USED COCAINE
13770,NEVER USED COCAINE
13771,NEVER USED COCAINE
13772,NEVER USED COCAINE
13773,NEVER USED COCAINE
13774,NEVER USED COCAINE
13775,NEVER USED COCAINE
13776,NEVER USED COCAINE
13777,NEVER USED COCAINE
13778,NEVER USED COCAINE
13779,NEVER USED COCAINE
13780,NEVER USED COCAINE
13781,DID NOT USE COCAINE IN THE PAST 12 MOS
13782,NEVER USED COCAINE
13783,NEVER USED COCAINE
13784,NEVER USED COCAINE
13785,DID NOT USE COCAINE IN THE PAST 12 MOS
13786,NEVER USED COCAINE
13787,NEVER USED COCAINE
13788,NEVER USED COCAINE
13789,NEVER USED COCAINE
13790,NEVER USED COCAINE
13791,NEVER USED COCAINE
13792,NEVER USED COCAINE
13793,NEVER USED COCAINE
13794,NEVER USED COCAINE
13795,NEVER USED COCAINE
13796,NEVER USED COCAINE
13797,NEVER USED COCAINE
13798,NEVER USED COCAINE
13799,NEVER USED COCAINE
13800,NEVER USED COCAINE
13801,NEVER USED COCAINE
13802,NEVER USED COCAINE
13803,NEVER USED COCAINE
13804,NEVER USED COCAINE
13805,NEVER USED COCAINE
13806,NEVER USED COCAINE
13807,NEVER USED COCAINE
13808,NEVER USED COCAINE
13809,NEVER USED COCAINE
13810,NEVER USED COCAINE
13811,NEVER USED COCAINE
13812,NEVER USED COCAINE
13813,NEVER USED COCAINE
13814,NEVER USED COCAINE
13815,NEVER USED COCAINE
13816,NEVER USED COCAINE
13817,NEVER USED COCAINE
13818,DID NOT USE COCAINE IN THE PAST 12 MOS
13819,NEVER USED COCAINE
13820,NEVER USED COCAINE
13821,NEVER USED COCAINE
13822,NEVER USED COCAINE
13823,NEVER USED COCAINE
13824,NEVER USED COCAINE
13825,NEVER USED COCAINE
13826,NEVER USED COCAINE
13827,NEVER USED COCAINE
13828,NEVER USED COCAINE
13829,NEVER USED COCAINE
13830,NEVER USED COCAINE
13831,NEVER USED COCAINE
13832,NEVER USED COCAINE
13833,DID NOT USE COCAINE IN THE PAST 12 MOS
13834,NEVER USED COCAINE
13835,No
13836,NEVER USED COCAINE
13837,NEVER USED COCAINE
13838,NEVER USED COCAINE
13839,NEVER USED COCAINE
13840,NEVER USED COCAINE
13841,NEVER USED COCAINE
13842,NEVER USED COCAINE
13843,NEVER USED COCAINE
13844,NEVER USED COCAINE
13845,NEVER USED COCAINE
13846,NEVER USED COCAINE
13847,NEVER USED COCAINE
13848,NEVER USED COCAINE
13849,DID NOT USE COCAINE IN THE PAST 12 MOS
13850,NEVER USED COCAINE
13851,NEVER USED COCAINE
13852,NEVER USED COCAINE
13853,NEVER USED COCAINE
13854,NEVER USED COCAINE
13855,NEVER USED COCAINE
13856,NEVER USED COCAINE
13857,NEVER USED COCAINE
13858,NEVER USED COCAINE
13859,NEVER USED COCAINE
13860,NEVER USED COCAINE
13861,NEVER USED COCAINE
13862,NEVER USED COCAINE
13863,NEVER USED COCAINE
13864,NEVER USED COCAINE
13865,NEVER USED COCAINE
13866,NEVER USED COCAINE
13867,NEVER USED COCAINE
13868,NEVER USED COCAINE
13869,NEVER USED COCAINE
13870,NEVER USED COCAINE
13871,NEVER USED COCAINE
13872,NEVER USED COCAINE
13873,NEVER USED COCAINE
13874,NEVER USED COCAINE
13875,NEVER USED COCAINE
13876,NEVER USED COCAINE
13877,NEVER USED COCAINE
13878,NEVER USED COCAINE
13879,NEVER USED COCAINE
13880,NEVER USED COCAINE
13881,NEVER USED COCAINE
13882,NEVER USED COCAINE
13883,NEVER USED COCAINE
13884,No
13885,DID NOT USE COCAINE IN THE PAST 12 MOS
13886,NEVER USED COCAINE
13887,NEVER USED COCAINE
13888,NEVER USED COCAINE
13889,NEVER USED COCAINE
13890,NEVER USED COCAINE
13891,NEVER USED COCAINE
13892,NEVER USED COCAINE
13893,DID NOT USE COCAINE IN THE PAST 12 MOS
13894,NEVER USED COCAINE
13895,NEVER USED COCAINE
13896,NEVER USED COCAINE
13897,NEVER USED COCAINE
13898,NEVER USED COCAINE
13899,NEVER USED COCAINE
13900,DID NOT USE COCAINE IN THE PAST 12 MOS
13901,NEVER USED COCAINE
13902,NEVER USED COCAINE
13903,NEVER USED COCAINE
13904,NEVER USED COCAINE
13905,DID NOT USE COCAINE IN THE PAST 12 MOS
13906,NEVER USED COCAINE
13907,NEVER USED COCAINE
13908,NEVER USED COCAINE
13909,NEVER USED COCAINE
13910,NEVER USED COCAINE
13911,NEVER USED COCAINE
13912,NEVER USED COCAINE
13913,NEVER USED COCAINE
13914,NEVER USED COCAINE
13915,NEVER USED COCAINE
13916,NEVER USED COCAINE
13917,DID NOT USE COCAINE IN THE PAST 12 MOS
13918,NEVER USED COCAINE
13919,DID NOT USE COCAINE IN THE PAST 12 MOS
13920,NEVER USED COCAINE
13921,NEVER USED COCAINE
13922,NEVER USED COCAINE
13923,DID NOT USE COCAINE IN THE PAST 12 MOS
13924,NEVER USED COCAINE
13925,NEVER USED COCAINE
13926,NEVER USED COCAINE
13927,NEVER USED COCAINE
13928,NEVER USED COCAINE
13929,NEVER USED COCAINE
13930,NEVER USED COCAINE
13931,NEVER USED COCAINE
13932,NEVER USED COCAINE
13933,NEVER USED COCAINE
13934,DID NOT USE COCAINE IN THE PAST 12 MOS
13935,NEVER USED COCAINE
13936,NEVER USED COCAINE
13937,NEVER USED COCAINE
13938,DID NOT USE COCAINE IN THE PAST 12 MOS
13939,NEVER USED COCAINE
13940,NEVER USED COCAINE
13941,DID NOT USE COCAINE IN THE PAST 12 MOS
13942,NEVER USED COCAINE
13943,NEVER USED COCAINE
13944,NEVER USED COCAINE
13945,NEVER USED COCAINE
13946,NEVER USED COCAINE
13947,No
13948,NEVER USED COCAINE
13949,NEVER USED COCAINE
13950,NEVER USED COCAINE
13951,NEVER USED COCAINE
13952,NEVER USED COCAINE
13953,NEVER USED COCAINE
13954,NEVER USED COCAINE
13955,NEVER USED COCAINE
13956,NEVER USED COCAINE
13957,NEVER USED COCAINE
13958,NEVER USED COCAINE
13959,NEVER USED COCAINE
13960,NEVER USED COCAINE
13961,NEVER USED COCAINE
13962,NEVER USED COCAINE
13963,NEVER USED COCAINE
13964,NEVER USED COCAINE
13965,NEVER USED COCAINE
13966,NEVER USED COCAINE
13967,NEVER USED COCAINE
13968,NEVER USED COCAINE
13969,NEVER USED COCAINE
13970,NEVER USED COCAINE
13971,NEVER USED COCAINE
13972,NEVER USED COCAINE
13973,NEVER USED COCAINE
13974,NEVER USED COCAINE
13975,NEVER USED COCAINE
13976,NEVER USED COCAINE
13977,NEVER USED COCAINE
13978,NEVER USED COCAINE
13979,NEVER USED COCAINE
13980,NEVER USED COCAINE
13981,DID NOT USE COCAINE IN THE PAST 12 MOS
13982,NEVER USED COCAINE
13983,NEVER USED COCAINE
13984,NEVER USED COCAINE
13985,NEVER USED COCAINE
13986,NEVER USED COCAINE
13987,NEVER USED COCAINE
13988,NEVER USED COCAINE
13989,NEVER USED COCAINE
13990,NEVER USED COCAINE
13991,NEVER USED COCAINE
13992,NEVER USED COCAINE
13993,NEVER USED COCAINE
13994,NEVER USED COCAINE
13995,NEVER USED COCAINE
13996,NEVER USED COCAINE
13997,NEVER USED COCAINE
13998,NEVER USED COCAINE
13999,NEVER USED COCAINE
14000,NEVER USED COCAINE
14001,NEVER USED COCAINE
14002,NEVER USED COCAINE
14003,NEVER USED COCAINE
14004,DID NOT USE COCAINE IN THE PAST 12 MOS
14005,NEVER USED COCAINE
14006,NEVER USED COCAINE
14007,NEVER USED COCAINE
14008,NEVER USED COCAINE
14009,NEVER USED COCAINE
14010,NEVER USED COCAINE
14011,NEVER USED COCAINE
14012,NEVER USED COCAINE
14013,NEVER USED COCAINE
